c  Bad case for Goldberg
c 5000 vertices
a 2 1572 5000
a 2 1571 5000
a 2 1570 5000
a 2 1569 5000
a 2 1568 5000
a 2 1567 5000
a 2 1566 5000
a 2 1565 5000
a 2 1564 5000
a 2 1563 5000
a 2 1562 5000
a 2 1561 5000
a 2 1560 5000
a 2 1559 5000
a 2 1558 5000
a 2 1557 5000
a 2 1556 5000
a 2 1555 5000
a 2 1554 5000
a 2 1553 5000
a 2 1552 5000
a 2 1551 5000
a 2 1550 5000
a 2 1549 5000
a 2 1548 5000
a 2 1547 5000
a 2 1546 5000
a 2 1545 5000
a 2 1544 5000
a 2 1543 5000
a 2 1542 5000
a 2 1541 5000
a 2 1540 5000
a 2 1539 5000
a 2 1538 5000
a 2 1537 5000
a 2 1536 5000
a 2 1535 5000
a 2 1534 5000
a 2 1533 5000
a 2 1532 5000
a 2 1531 5000
a 2 1530 5000
a 2 1529 5000
a 2 1528 5000
a 2 1527 5000
a 2 1526 5000
a 2 1525 5000
a 2 1524 5000
a 2 1523 5000
a 2 1522 5000
a 2 1521 5000
a 2 1520 5000
a 2 1519 5000
a 2 1518 5000
a 2 1517 5000
a 2 1516 5000
a 2 1515 5000
a 2 1514 5000
a 2 1513 5000
a 2 1512 5000
a 2 1511 5000
a 2 1510 5000
a 2 1509 5000
a 2 1508 5000
a 2 1507 5000
a 2 1506 5000
a 2 1505 5000
a 2 1504 5000
a 2 1503 5000
a 2 1502 5000
a 2 1501 5000
a 2 1500 5000
a 2 1499 5000
a 2 1498 5000
a 2 1497 5000
a 2 1496 5000
a 2 1495 5000
a 2 1494 5000
a 2 1493 5000
a 2 1492 5000
a 2 1491 5000
a 2 1490 5000
a 2 1489 5000
a 2 1488 5000
a 2 1487 5000
a 2 1486 5000
a 2 1485 5000
a 2 1484 5000
a 2 1483 5000
a 2 1482 5000
a 2 1481 5000
a 2 1480 5000
a 2 1479 5000
a 2 1478 5000
a 2 1477 5000
a 2 1476 5000
a 2 1475 5000
a 2 1474 5000
a 2 1473 5000
a 2 1472 5000
a 2 1471 5000
a 2 1470 5000
a 2 1469 5000
a 2 1468 5000
a 2 1467 5000
a 2 1466 5000
a 2 1465 5000
a 2 1464 5000
a 2 1463 5000
a 2 1462 5000
a 2 1461 5000
a 2 1460 5000
a 2 1459 5000
a 2 1458 5000
a 2 1457 5000
a 2 1456 5000
a 2 1455 5000
a 2 1454 5000
a 2 1453 5000
a 2 1452 5000
a 2 1451 5000
a 2 1450 5000
a 2 1449 5000
a 2 1448 5000
a 2 1447 5000
a 2 1446 5000
a 2 1445 5000
a 2 1444 5000
a 2 1443 5000
a 2 1442 5000
a 2 1441 5000
a 2 1440 5000
a 2 1439 5000
a 2 1438 5000
a 2 1437 5000
a 2 1436 5000
a 2 1435 5000
a 2 1434 5000
a 2 1433 5000
a 2 1432 5000
a 2 1431 5000
a 2 1430 5000
a 2 1429 5000
a 2 1428 5000
a 2 1427 5000
a 2 1426 5000
a 2 1425 5000
a 2 1424 5000
a 2 1423 5000
a 2 1422 5000
a 2 1421 5000
a 2 1420 5000
a 2 1419 5000
a 2 1418 5000
a 2 1417 5000
a 2 1416 5000
a 2 1415 5000
a 2 1414 5000
a 2 1413 5000
a 2 1412 5000
a 2 1411 5000
a 2 1410 5000
a 2 1409 5000
a 2 1408 5000
a 2 1407 5000
a 2 1406 5000
a 2 1405 5000
a 2 1404 5000
a 2 1403 5000
a 2 1402 5000
a 2 1401 5000
a 2 1400 5000
a 2 1399 5000
a 2 1398 5000
a 2 1397 5000
a 2 1396 5000
a 2 1395 5000
a 2 1394 5000
a 2 1393 5000
a 2 1392 5000
a 2 1391 5000
a 2 1390 5000
a 2 1389 5000
a 2 1388 5000
a 2 1387 5000
a 2 1386 5000
a 2 1385 5000
a 2 1384 5000
a 2 1383 5000
a 2 1382 5000
a 2 1381 5000
a 2 1380 5000
a 2 1379 5000
a 2 1378 5000
a 2 1377 5000
a 2 1376 5000
a 2 1375 5000
a 2 1374 5000
a 2 1373 5000
a 2 1372 5000
a 2 1371 5000
a 2 1370 5000
a 2 1369 5000
a 2 1368 5000
a 2 1367 5000
a 2 1366 5000
a 2 1365 5000
a 2 1364 5000
a 2 1363 5000
a 2 1362 5000
a 2 1361 5000
a 2 1360 5000
a 2 1359 5000
a 2 1358 5000
a 2 1357 5000
a 2 1356 5000
a 2 1355 5000
a 2 1354 5000
a 2 1353 5000
a 2 1352 5000
a 2 1351 5000
a 2 1350 5000
a 2 1349 5000
a 2 1348 5000
a 2 1347 5000
a 2 1346 5000
a 2 1345 5000
a 2 1344 5000
a 2 1343 5000
a 2 1342 5000
a 2 1341 5000
a 2 1340 5000
a 2 1339 5000
a 2 1338 5000
a 2 1337 5000
a 2 1336 5000
a 2 1335 5000
a 2 1334 5000
a 2 1333 5000
a 2 1332 5000
a 2 1331 5000
a 2 1330 5000
a 2 1329 5000
a 2 1328 5000
a 2 1327 5000
a 2 1326 5000
a 2 1325 5000
a 2 1324 5000
a 2 1323 5000
a 2 1322 5000
a 2 1321 5000
a 2 1320 5000
a 2 1319 5000
a 2 1318 5000
a 2 1317 5000
a 2 1316 5000
a 2 1315 5000
a 2 1314 5000
a 2 1313 5000
a 2 1312 5000
a 2 1311 5000
a 2 1310 5000
a 2 1309 5000
a 2 1308 5000
a 2 1307 5000
a 2 1306 5000
a 2 1305 5000
a 2 1304 5000
a 2 1303 5000
a 2 1302 5000
a 2 1301 5000
a 2 1300 5000
a 2 1299 5000
a 2 1298 5000
a 2 1297 5000
a 2 1296 5000
a 2 1295 5000
a 2 1294 5000
a 2 1293 5000
a 2 1292 5000
a 2 1291 5000
a 2 1290 5000
a 2 1289 5000
a 2 1288 5000
a 2 1287 5000
a 2 1286 5000
a 2 1285 5000
a 2 1284 5000
a 2 1283 5000
a 2 1282 5000
a 2 1281 5000
a 2 1280 5000
a 2 1279 5000
a 2 1278 5000
a 2 1277 5000
a 2 1276 5000
a 2 1275 5000
a 2 1274 5000
a 2 1273 5000
a 2 1272 5000
a 2 1271 5000
a 2 1270 5000
a 2 1269 5000
a 2 1268 5000
a 2 1267 5000
a 2 1266 5000
a 2 1265 5000
a 2 1264 5000
a 2 1263 5000
a 2 1262 5000
a 2 1261 5000
a 2 1260 5000
a 2 1259 5000
a 2 1258 5000
a 2 1257 5000
a 2 1256 5000
a 2 1255 5000
a 2 1254 5000
a 2 1253 5000
a 2 1252 5000
a 2 1251 5000
a 2 1250 5000
a 2 1249 5000
a 2 1248 5000
a 2 1247 5000
a 2 1246 5000
a 2 1245 5000
a 2 1244 5000
a 2 1243 5000
a 2 1242 5000
a 2 1241 5000
a 2 1240 5000
a 2 1239 5000
a 2 1238 5000
a 2 1237 5000
a 2 1236 5000
a 2 1235 5000
a 2 1234 5000
a 2 1233 5000
a 2 1232 5000
a 2 1231 5000
a 2 1230 5000
a 2 1229 5000
a 2 1228 5000
a 2 1227 5000
a 2 1226 5000
a 2 1225 5000
a 2 1224 5000
a 2 1223 5000
a 2 1222 5000
a 2 1221 5000
a 2 1220 5000
a 2 1219 5000
a 2 1218 5000
a 2 1217 5000
a 2 1216 5000
a 2 1215 5000
a 2 1214 5000
a 2 1213 5000
a 2 1212 5000
a 2 1211 5000
a 2 1210 5000
a 2 1209 5000
a 2 1208 5000
a 2 1207 5000
a 2 1206 5000
a 2 1205 5000
a 2 1204 5000
a 2 1203 5000
a 2 1202 5000
a 2 1201 5000
a 2 1200 5000
a 2 1199 5000
a 2 1198 5000
a 2 1197 5000
a 2 1196 5000
a 2 1195 5000
a 2 1194 5000
a 2 1193 5000
a 2 1192 5000
a 2 1191 5000
a 2 1190 5000
a 2 1189 5000
a 2 1188 5000
a 2 1187 5000
a 2 1186 5000
a 2 1185 5000
a 2 1184 5000
a 2 1183 5000
a 2 1182 5000
a 2 1181 5000
a 2 1180 5000
a 2 1179 5000
a 2 1178 5000
a 2 1177 5000
a 2 1176 5000
a 2 1175 5000
a 2 1174 5000
a 2 1173 5000
a 2 1172 5000
a 2 1171 5000
a 2 1170 5000
a 2 1169 5000
a 2 1168 5000
a 2 1167 5000
a 2 1166 5000
a 2 1165 5000
a 2 1164 5000
a 2 1163 5000
a 2 1162 5000
a 2 1161 5000
a 2 1160 5000
a 2 1159 5000
a 2 1158 5000
a 2 1157 5000
a 2 1156 5000
a 2 1155 5000
a 2 1154 5000
a 2 1153 5000
a 2 1152 5000
a 2 1151 5000
a 2 1150 5000
a 2 1149 5000
a 2 1148 5000
a 2 1147 5000
a 2 1146 5000
a 2 1145 5000
a 2 1144 5000
a 2 1143 5000
a 2 1142 5000
a 2 1141 5000
a 2 1140 5000
a 2 1139 5000
a 2 1138 5000
a 2 1137 5000
a 2 1136 5000
a 2 1135 5000
a 2 1134 5000
a 2 1133 5000
a 2 1132 5000
a 2 1131 5000
a 2 1130 5000
a 2 1129 5000
a 2 1128 5000
a 2 1127 5000
a 2 1126 5000
a 2 1125 5000
a 2 1124 5000
a 2 1123 5000
a 2 1122 5000
a 2 1121 5000
a 2 1120 5000
a 2 1119 5000
a 2 1118 5000
a 2 1117 5000
a 2 1116 5000
a 2 1115 5000
a 2 1114 5000
a 2 1113 5000
a 2 1112 5000
a 2 1111 5000
a 2 1110 5000
a 2 1109 5000
a 2 1108 5000
a 2 1107 5000
a 2 1106 5000
a 2 1105 5000
a 2 1104 5000
a 2 1103 5000
a 2 1102 5000
a 2 1101 5000
a 2 1100 5000
a 2 1099 5000
a 2 1098 5000
a 2 1097 5000
a 2 1096 5000
a 2 1095 5000
a 2 1094 5000
a 2 1093 5000
a 2 1092 5000
a 2 1091 5000
a 2 1090 5000
a 2 1089 5000
a 2 1088 5000
a 2 1087 5000
a 2 1086 5000
a 2 1085 5000
a 2 1084 5000
a 2 1083 5000
a 2 1082 5000
a 2 1081 5000
a 2 1080 5000
a 2 1079 5000
a 2 1078 5000
a 2 1077 5000
a 2 1076 5000
a 2 1075 5000
a 2 1074 5000
a 2 1073 5000
a 2 1072 5000
a 2 1071 5000
a 2 1070 5000
a 2 1069 5000
a 2 1068 5000
a 2 1067 5000
a 2 1066 5000
a 2 1065 5000
a 2 1064 5000
a 2 1063 5000
a 2 1062 5000
a 2 1061 5000
a 2 1060 5000
a 2 1059 5000
a 2 1058 5000
a 2 1057 5000
a 2 1056 5000
a 2 1055 5000
a 2 1054 5000
a 2 1053 5000
a 2 1052 5000
a 2 1051 5000
a 2 1050 5000
a 2 1049 5000
a 2 1048 5000
a 2 1047 5000
a 2 1046 5000
a 2 1045 5000
a 2 1044 5000
a 2 1043 5000
a 2 1042 5000
a 2 1041 5000
a 2 1040 5000
a 2 1039 5000
a 2 1038 5000
a 2 1037 5000
a 2 1036 5000
a 2 1035 5000
a 2 1034 5000
a 2 1033 5000
a 2 1032 5000
a 2 1031 5000
a 2 1030 5000
a 2 1029 5000
a 2 1028 5000
a 2 1027 5000
a 2 1026 5000
a 2 1025 5000
a 2 1024 5000
a 2 1023 5000
a 2 1022 5000
a 2 1021 5000
a 2 1020 5000
a 2 1019 5000
a 2 1018 5000
a 2 1017 5000
a 2 1016 5000
a 2 1015 5000
a 2 1014 5000
a 2 1013 5000
a 2 1012 5000
a 2 1011 5000
a 2 1010 5000
a 2 1009 5000
a 2 1008 5000
a 2 1007 5000
a 2 1006 5000
a 2 1005 5000
a 2 1004 5000
a 2 1003 5000
a 2 1002 5000
a 2 1001 5000
a 2 1000 5000
a 2 999 5000
a 2 998 5000
a 2 997 5000
a 2 996 5000
a 2 995 5000
a 2 994 5000
a 2 993 5000
a 2 992 5000
a 2 991 5000
a 2 990 5000
a 2 989 5000
a 2 988 5000
a 2 987 5000
a 2 986 5000
a 2 985 5000
a 2 984 5000
a 2 983 5000
a 2 982 5000
a 2 981 5000
a 2 980 5000
a 2 979 5000
a 2 978 5000
a 2 977 5000
a 2 976 5000
a 2 975 5000
a 2 974 5000
a 2 973 5000
a 2 972 5000
a 2 971 5000
a 2 970 5000
a 2 969 5000
a 2 968 5000
a 2 967 5000
a 2 966 5000
a 2 965 5000
a 2 964 5000
a 2 963 5000
a 2 962 5000
a 2 961 5000
a 2 960 5000
a 2 959 5000
a 2 958 5000
a 2 957 5000
a 2 956 5000
a 2 955 5000
a 2 954 5000
a 2 953 5000
a 2 952 5000
a 2 951 5000
a 2 950 5000
a 2 949 5000
a 2 948 5000
a 2 947 5000
a 2 946 5000
a 2 945 5000
a 2 944 5000
a 2 943 5000
a 2 942 5000
a 2 941 5000
a 2 940 5000
a 2 939 5000
a 2 938 5000
a 2 937 5000
a 2 936 5000
a 2 935 5000
a 2 934 5000
a 2 933 5000
a 2 932 5000
a 2 931 5000
a 2 930 5000
a 2 929 5000
a 2 928 5000
a 2 927 5000
a 2 926 5000
a 2 925 5000
a 2 924 5000
a 2 923 5000
a 2 922 5000
a 2 921 5000
a 2 920 5000
a 2 919 5000
a 2 918 5000
a 2 917 5000
a 2 916 5000
a 2 915 5000
a 2 914 5000
a 2 913 5000
a 2 912 5000
a 2 911 5000
a 2 910 5000
a 2 909 5000
a 2 908 5000
a 2 907 5000
a 2 906 5000
a 2 905 5000
a 2 904 5000
a 2 903 5000
a 2 902 5000
a 2 901 5000
a 2 900 5000
a 2 899 5000
a 2 898 5000
a 2 897 5000
a 2 896 5000
a 2 895 5000
a 2 894 5000
a 2 893 5000
a 2 892 5000
a 2 891 5000
a 2 890 5000
a 2 889 5000
a 2 888 5000
a 2 887 5000
a 2 886 5000
a 2 885 5000
a 2 884 5000
a 2 883 5000
a 2 882 5000
a 2 881 5000
a 2 880 5000
a 2 879 5000
a 2 878 5000
a 2 877 5000
a 2 876 5000
a 2 875 5000
a 2 874 5000
a 2 873 5000
a 2 872 5000
a 2 871 5000
a 2 870 5000
a 2 869 5000
a 2 868 5000
a 2 867 5000
a 2 866 5000
a 2 865 5000
a 2 864 5000
a 2 863 5000
a 2 862 5000
a 2 861 5000
a 2 860 5000
a 2 859 5000
a 2 858 5000
a 2 857 5000
a 2 856 5000
a 2 855 5000
a 2 854 5000
a 2 853 5000
a 2 852 5000
a 2 851 5000
a 2 850 5000
a 2 849 5000
a 2 848 5000
a 2 847 5000
a 2 846 5000
a 2 845 5000
a 2 844 5000
a 2 843 5000
a 2 842 5000
a 2 841 5000
a 2 840 5000
a 2 839 5000
a 2 838 5000
a 2 837 5000
a 2 836 5000
a 2 835 5000
a 2 834 5000
a 2 833 5000
a 2 832 5000
a 2 831 5000
a 2 830 5000
a 2 829 5000
a 2 828 5000
a 2 827 5000
a 2 826 5000
a 2 825 5000
a 2 824 5000
a 2 823 5000
a 2 822 5000
a 2 821 5000
a 2 820 5000
a 2 819 5000
a 2 818 5000
a 2 817 5000
a 2 816 5000
a 2 815 5000
a 2 814 5000
a 2 813 5000
a 2 812 5000
a 2 811 5000
a 2 810 5000
a 2 809 5000
a 2 808 5000
a 2 807 5000
a 2 806 5000
a 2 805 5000
a 2 804 5000
a 2 803 5000
a 2 802 5000
a 2 801 5000
a 2 800 5000
a 2 799 5000
a 2 798 5000
a 2 797 5000
a 2 796 5000
a 2 795 5000
a 2 794 5000
a 2 793 5000
a 2 792 5000
a 2 791 5000
a 2 790 5000
a 2 789 5000
a 2 788 5000
a 2 787 5000
a 2 786 5000
a 2 785 5000
a 2 784 5000
a 2 783 5000
a 2 782 5000
a 2 781 5000
a 2 780 5000
a 2 779 5000
a 2 778 5000
a 2 777 5000
a 2 776 5000
a 2 775 5000
a 2 774 5000
a 2 773 5000
a 2 772 5000
a 2 771 5000
a 2 770 5000
a 2 769 5000
a 2 768 5000
a 2 767 5000
a 2 766 5000
a 2 765 5000
a 2 764 5000
a 2 763 5000
a 2 762 5000
a 2 761 5000
a 2 760 5000
a 2 759 5000
a 2 758 5000
a 2 757 5000
a 2 756 5000
a 2 755 5000
a 2 754 5000
a 2 753 5000
a 2 752 5000
a 2 751 5000
a 2 750 5000
a 2 749 5000
a 2 748 5000
a 2 747 5000
a 2 746 5000
a 2 745 5000
a 2 744 5000
a 2 743 5000
a 2 742 5000
a 2 741 5000
a 2 740 5000
a 2 739 5000
a 2 738 5000
a 2 737 5000
a 2 736 5000
a 2 735 5000
a 2 734 5000
a 2 733 5000
a 2 732 5000
a 2 731 5000
a 2 730 5000
a 2 729 5000
a 2 728 5000
a 2 727 5000
a 2 726 5000
a 2 725 5000
a 2 724 5000
a 2 723 5000
a 2 722 5000
a 2 721 5000
a 2 720 5000
a 2 719 5000
a 2 718 5000
a 2 717 5000
a 2 716 5000
a 2 715 5000
a 2 714 5000
a 2 713 5000
a 2 712 5000
a 2 711 5000
a 2 710 5000
a 2 709 5000
a 2 708 5000
a 2 707 5000
a 2 706 5000
a 2 705 5000
a 2 704 5000
a 2 703 5000
a 2 702 5000
a 2 701 5000
a 2 700 5000
a 2 699 5000
a 2 698 5000
a 2 697 5000
a 2 696 5000
a 2 695 5000
a 2 694 5000
a 2 693 5000
a 2 692 5000
a 2 691 5000
a 2 690 5000
a 2 689 5000
a 2 688 5000
a 2 687 5000
a 2 686 5000
a 2 685 5000
a 2 684 5000
a 2 683 5000
a 2 682 5000
a 2 681 5000
a 2 680 5000
a 2 679 5000
a 2 678 5000
a 2 677 5000
a 2 676 5000
a 2 675 5000
a 2 674 5000
a 2 673 5000
a 2 672 5000
a 2 671 5000
a 2 670 5000
a 2 669 5000
a 2 668 5000
a 2 667 5000
a 2 666 5000
a 2 665 5000
a 2 664 5000
a 2 663 5000
a 2 662 5000
a 2 661 5000
a 2 660 5000
a 2 659 5000
a 2 658 5000
a 2 657 5000
a 2 656 5000
a 2 655 5000
a 2 654 5000
a 2 653 5000
a 2 652 5000
a 2 651 5000
a 2 650 5000
a 2 649 5000
a 2 648 5000
a 2 647 5000
a 2 646 5000
a 2 645 5000
a 2 644 5000
a 2 643 5000
a 2 642 5000
a 2 641 5000
a 2 640 5000
a 2 639 5000
a 2 638 5000
a 2 637 5000
a 2 636 5000
a 2 635 5000
a 2 634 5000
a 2 633 5000
a 2 632 5000
a 2 631 5000
a 2 630 5000
a 2 629 5000
a 2 628 5000
a 2 627 5000
a 2 626 5000
a 2 625 5000
a 2 624 5000
a 2 623 5000
a 2 622 5000
a 2 621 5000
a 2 620 5000
a 2 619 5000
a 2 618 5000
a 2 617 5000
a 2 616 5000
a 2 615 5000
a 2 614 5000
a 2 613 5000
a 2 612 5000
a 2 611 5000
a 2 610 5000
a 2 609 5000
a 2 608 5000
a 2 607 5000
a 2 606 5000
a 2 605 5000
a 2 604 5000
a 2 603 5000
a 2 602 5000
a 2 601 5000
a 2 600 5000
a 2 599 5000
a 2 598 5000
a 2 597 5000
a 2 596 5000
a 2 595 5000
a 2 594 5000
a 2 593 5000
a 2 592 5000
a 2 591 5000
a 2 590 5000
a 2 589 5000
a 2 588 5000
a 2 587 5000
a 2 586 5000
a 2 585 5000
a 2 584 5000
a 2 583 5000
a 2 582 5000
a 2 581 5000
a 2 580 5000
a 2 579 5000
a 2 578 5000
a 2 577 5000
a 2 576 5000
a 2 575 5000
a 2 574 5000
a 2 573 5000
a 2 572 5000
a 2 571 5000
a 2 570 5000
a 2 569 5000
a 2 568 5000
a 2 567 5000
a 2 566 5000
a 2 565 5000
a 2 564 5000
a 2 563 5000
a 2 562 5000
a 2 561 5000
a 2 560 5000
a 2 559 5000
a 2 558 5000
a 2 557 5000
a 2 556 5000
a 2 555 5000
a 2 554 5000
a 2 553 5000
a 2 552 5000
a 2 551 5000
a 2 550 5000
a 2 549 5000
a 2 548 5000
a 2 547 5000
a 2 546 5000
a 2 545 5000
a 2 544 5000
a 2 543 5000
a 2 542 5000
a 2 541 5000
a 2 540 5000
a 2 539 5000
a 2 538 5000
a 2 537 5000
a 2 536 5000
a 2 535 5000
a 2 534 5000
a 2 533 5000
a 2 532 5000
a 2 531 5000
a 2 530 5000
a 2 529 5000
a 2 528 5000
a 2 527 5000
a 2 526 5000
a 2 525 5000
a 2 524 5000
a 2 523 5000
a 2 522 5000
a 2 521 5000
a 2 520 5000
a 2 519 5000
a 2 518 5000
a 2 517 5000
a 2 516 5000
a 2 515 5000
a 2 514 5000
a 2 513 5000
a 2 512 5000
a 2 511 5000
a 2 510 5000
a 2 509 5000
a 2 508 5000
a 2 507 5000
a 2 506 5000
a 2 505 5000
a 2 504 5000
a 2 503 5000
a 2 502 5000
a 2 501 5000
a 2 500 5000
a 2 499 5000
a 2 498 5000
a 2 497 5000
a 2 496 5000
a 2 495 5000
a 2 494 5000
a 2 493 5000
a 2 492 5000
a 2 491 5000
a 2 490 5000
a 2 489 5000
a 2 488 5000
a 2 487 5000
a 2 486 5000
a 2 485 5000
a 2 484 5000
a 2 483 5000
a 2 482 5000
a 2 481 5000
a 2 480 5000
a 2 479 5000
a 2 478 5000
a 2 477 5000
a 2 476 5000
a 2 475 5000
a 2 474 5000
a 2 473 5000
a 2 472 5000
a 2 471 5000
a 2 470 5000
a 2 469 5000
a 2 468 5000
a 2 467 5000
a 2 466 5000
a 2 465 5000
a 2 464 5000
a 2 463 5000
a 2 462 5000
a 2 461 5000
a 2 460 5000
a 2 459 5000
a 2 458 5000
a 2 457 5000
a 2 456 5000
a 2 455 5000
a 2 454 5000
a 2 453 5000
a 2 452 5000
a 2 451 5000
a 2 450 5000
a 2 449 5000
a 2 448 5000
a 2 447 5000
a 2 446 5000
a 2 445 5000
a 2 444 5000
a 2 443 5000
a 2 442 5000
a 2 441 5000
a 2 440 5000
a 2 439 5000
a 2 438 5000
a 2 437 5000
a 2 436 5000
a 2 435 5000
a 2 434 5000
a 2 433 5000
a 2 432 5000
a 2 431 5000
a 2 430 5000
a 2 429 5000
a 2 428 5000
a 2 427 5000
a 2 426 5000
a 2 425 5000
a 2 424 5000
a 2 423 5000
a 2 422 5000
a 2 421 5000
a 2 420 5000
a 2 419 5000
a 2 418 5000
a 2 417 5000
a 2 416 5000
a 2 415 5000
a 2 414 5000
a 2 413 5000
a 2 412 5000
a 2 411 5000
a 2 410 5000
a 2 409 5000
a 2 408 5000
a 2 407 5000
a 2 406 5000
a 2 405 5000
a 2 404 5000
a 2 403 5000
a 2 402 5000
a 2 401 5000
a 2 400 5000
a 2 399 5000
a 2 398 5000
a 2 397 5000
a 2 396 5000
a 2 395 5000
a 2 394 5000
a 2 393 5000
a 2 392 5000
a 2 391 5000
a 2 390 5000
a 2 389 5000
a 2 388 5000
a 2 387 5000
a 2 386 5000
a 2 385 5000
a 2 384 5000
a 2 383 5000
a 2 382 5000
a 2 381 5000
a 2 380 5000
a 2 379 5000
a 2 378 5000
a 2 377 5000
a 2 376 5000
a 2 375 5000
a 2 374 5000
a 2 373 5000
a 2 372 5000
a 2 371 5000
a 2 370 5000
a 2 369 5000
a 2 368 5000
a 2 367 5000
a 2 366 5000
a 2 365 5000
a 2 364 5000
a 2 363 5000
a 2 362 5000
a 2 361 5000
a 2 360 5000
a 2 359 5000
a 2 358 5000
a 2 357 5000
a 2 356 5000
a 2 355 5000
a 2 354 5000
a 2 353 5000
a 2 352 5000
a 2 351 5000
a 2 350 5000
a 2 349 5000
a 2 348 5000
a 2 347 5000
a 2 346 5000
a 2 345 5000
a 2 344 5000
a 2 343 5000
a 2 342 5000
a 2 341 5000
a 2 340 5000
a 2 339 5000
a 2 338 5000
a 2 337 5000
a 2 336 5000
a 2 335 5000
a 2 334 5000
a 2 333 5000
a 2 332 5000
a 2 331 5000
a 2 330 5000
a 2 329 5000
a 2 328 5000
a 2 327 5000
a 2 326 5000
a 2 325 5000
a 2 324 5000
a 2 323 5000
a 2 322 5000
a 2 321 5000
a 2 320 5000
a 2 319 5000
a 2 318 5000
a 2 317 5000
a 2 316 5000
a 2 315 5000
a 2 314 5000
a 2 313 5000
a 2 312 5000
a 2 311 5000
a 2 310 5000
a 2 309 5000
a 2 308 5000
a 2 307 5000
a 2 306 5000
a 2 305 5000
a 2 304 5000
a 2 303 5000
a 2 302 5000
a 2 301 5000
a 2 300 5000
a 2 299 5000
a 2 298 5000
a 2 297 5000
a 2 296 5000
a 2 295 5000
a 2 294 5000
a 2 293 5000
a 2 292 5000
a 2 291 5000
a 2 290 5000
a 2 289 5000
a 2 288 5000
a 2 287 5000
a 2 286 5000
a 2 285 5000
a 2 284 5000
a 2 283 5000
a 2 282 5000
a 2 281 5000
a 2 280 5000
a 2 279 5000
a 2 278 5000
a 2 277 5000
a 2 276 5000
a 2 275 5000
a 2 274 5000
a 2 273 5000
a 2 272 5000
a 2 271 5000
a 2 270 5000
a 2 269 5000
a 2 268 5000
a 2 267 5000
a 2 266 5000
a 2 265 5000
a 2 264 5000
a 2 263 5000
a 2 262 5000
a 2 261 5000
a 2 260 5000
a 2 259 5000
a 2 258 5000
a 2 257 5000
a 2 256 5000
a 2 255 5000
a 2 254 5000
a 2 253 5000
a 2 252 5000
a 2 251 5000
a 2 250 5000
a 2 249 5000
a 2 248 5000
a 2 247 5000
a 2 246 5000
a 2 245 5000
a 2 244 5000
a 2 243 5000
a 2 242 5000
a 2 241 5000
a 2 240 5000
a 2 239 5000
a 2 238 5000
a 2 237 5000
a 2 236 5000
a 2 235 5000
a 2 234 5000
a 2 233 5000
a 2 232 5000
a 2 231 5000
a 2 230 5000
a 2 229 5000
a 2 228 5000
a 2 227 5000
a 2 226 5000
a 2 225 5000
a 2 224 5000
a 2 223 5000
a 2 222 5000
a 2 221 5000
a 2 220 5000
a 2 219 5000
a 2 218 5000
a 2 217 5000
a 2 216 5000
a 2 215 5000
a 2 214 5000
a 2 213 5000
a 2 212 5000
a 2 211 5000
a 2 210 5000
a 2 209 5000
a 2 208 5000
a 2 207 5000
a 2 206 5000
a 2 205 5000
a 2 204 5000
a 2 203 5000
a 2 202 5000
a 2 201 5000
a 2 200 5000
a 2 199 5000
a 2 198 5000
a 2 197 5000
a 2 196 5000
a 2 195 5000
a 2 194 5000
a 2 193 5000
a 2 192 5000
a 2 191 5000
a 2 190 5000
a 2 189 5000
a 2 188 5000
a 2 187 5000
a 2 186 5000
a 2 185 5000
a 2 184 5000
a 2 183 5000
a 2 182 5000
a 2 181 5000
a 2 180 5000
a 2 179 5000
a 2 178 5000
a 2 177 5000
a 2 176 5000
a 2 175 5000
a 2 174 5000
a 2 173 5000
a 2 172 5000
a 2 171 5000
a 2 170 5000
a 2 169 5000
a 2 168 5000
a 2 167 5000
a 2 166 5000
a 2 165 5000
a 2 164 5000
a 2 163 5000
a 2 162 5000
a 2 161 5000
a 2 160 5000
a 2 159 5000
a 2 158 5000
a 2 157 5000
a 2 156 5000
a 2 155 5000
a 2 154 5000
a 2 153 5000
a 2 152 5000
a 2 151 5000
a 2 150 5000
a 2 149 5000
a 2 148 5000
a 2 147 5000
a 2 146 5000
a 2 145 5000
a 2 144 5000
a 2 143 5000
a 2 142 5000
a 2 141 5000
a 2 140 5000
a 2 139 5000
a 2 138 5000
a 2 137 5000
a 2 136 5000
a 2 135 5000
a 2 134 5000
a 2 133 5000
a 2 132 5000
a 2 131 5000
a 2 130 5000
a 2 129 5000
a 2 128 5000
a 2 127 5000
a 2 126 5000
a 2 125 5000
a 2 124 5000
a 2 123 5000
a 2 122 5000
a 2 121 5000
a 2 120 5000
a 2 119 5000
a 2 118 5000
a 2 117 5000
a 2 116 5000
a 2 115 5000
a 2 114 5000
a 2 113 5000
a 2 112 5000
a 2 111 5000
a 2 110 5000
a 2 109 5000
a 2 108 5000
a 2 107 5000
a 2 106 5000
a 2 105 5000
a 2 104 5000
a 2 103 5000
a 2 102 5000
a 2 101 5000
a 2 100 5000
a 2 99 5000
a 2 98 5000
a 2 97 5000
a 2 96 5000
a 2 95 5000
a 2 94 5000
a 2 93 5000
a 2 92 5000
a 2 91 5000
a 2 90 5000
a 2 89 5000
a 2 88 5000
a 2 87 5000
a 2 86 5000
a 2 85 5000
a 2 84 5000
